Date/Time,TOTAL WIND GENERATION  BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349),TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL THERMAL GENERATION (MW; SCADA 79685),NET INTERCHANGE (MW; SCADA 45581),,,,,,,,
01/01/13 00:00,8,13,6568,8659,3178,5133,,,,,,,,
01/01/13 00:05,10,13,6562,8517,3135,4952,,,,,,,,
01/01/13 00:10,14,14,6576,8469,3095,4852,,,,,,,,
01/01/13 00:15,14,13,6554,8408,3088,4805,,,,,,,,
01/01/13 00:20,14,14,6561,8375,3081,4760,,,,,,,,
01/01/13 00:25,14,15,6522,8347,3096,4786,,,,,,,,
01/01/13 00:30,14,13,6488,8424,3081,4881,,,,,,,,
01/01/13 00:35,14,13,6512,8415,3092,4859,,,,,,,,
01/01/13 00:40,14,15,6499,8402,3100,4869,,,,,,,,
01/01/13 00:45,14,15,6481,8384,3095,4864,,,,,,,,
01/01/13 00:50,14,14,6453,8377,3095,4884,,,,,,,,
01/01/13 00:55,12,15,6442,8249,3093,4766,,,,,,,,
01/01/13 01:00,12,15,6433,8249,3089,4770,,,,,,,,
01/01/13 01:05,12,18,6426,8257,3088,4787,,,,,,,,
01/01/13 01:10,12,19,6429,8275,3085,4800,,,,,,,,
01/01/13 01:15,12,21,6385,8304,3090,4882,,,,,,,,
01/01/13 01:20,12,27,6406,8257,3080,4808,,,,,,,,
01/01/13 01:25,12,28,6398,8247,3073,4801,,,,,,,,
01/01/13 01:30,12,33,6377,8273,3065,4844,,,,,,,,
01/01/13 01:35,12,33,6353,8265,3068,4864,,,,,,,,
01/01/13 01:40,12,28,6379,8257,3059,4815,,,,,,,,
01/01/13 01:45,12,25,6350,8232,3076,4835,,,,,,,,
01/01/13 01:50,12,22,6349,8258,3077,4859,,,,,,,,
01/01/13 01:55,11,20,6354,8147,3082,4756,,,,,,,,
01/01/13 02:00,10,18,6351,8216,3086,4844,,,,,,,,
01/01/13 02:05,10,14,6377,8257,3091,4872,,,,,,,,
01/01/13 02:10,10,12,6321,8229,3088,4909,,,,,,,,
01/01/13 02:15,10,10,6358,8230,3096,4877,,,,,,,,
01/01/13 02:20,10,12,6359,8194,3093,4841,,,,,,,,
01/01/13 02:25,10,11,6373,8190,3091,4819,,,,,,,,
01/01/13 02:30,10,14,6367,8176,3086,4809,,,,,,,,
01/01/13 02:35,10,27,6319,8175,3088,4871,,,,,,,,
01/01/13 02:40,10,33,6377,8179,3076,4812,,,,,,,,
01/01/13 02:45,10,28,6355,8158,3093,4824,,,,,,,,
01/01/13 02:50,10,18,6347,8159,3083,4813,,,,,,,,
01/01/13 02:55,8,14,6355,8171,3084,4814,,,,,,,,
01/01/13 03:00,6,17,6389,8124,3084,4738,,,,,,,,
01/01/13 03:05,5,18,6395,8138,3086,4747,,,,,,,,
01/01/13 03:10,5,15,6421,8133,3083,4710,,,,,,,,
01/01/13 03:15,5,16,6417,8150,3086,4736,,,,,,,,
01/01/13 03:20,5,21,6422,8179,3082,4760,,,,,,,,
01/01/13 03:25,5,23,6441,8185,3084,4752,,,,,,,,
01/01/13 03:30,5,24,6429,8192,3086,4773,,,,,,,,
01/01/13 03:35,5,22,6397,8182,3082,4790,,,,,,,,
01/01/13 03:40,5,21,6435,8149,3087,4722,,,,,,,,
01/01/13 03:45,5,20,6432,8221,3081,4790,,,,,,,,
01/01/13 03:50,5,18,6474,8199,3083,4726,,,,,,,,
01/01/13 03:55,6,16,6515,8244,3083,4729,,,,,,,,
01/01/13 04:00,8,17,6512,8203,3080,4688,,,,,,,,
01/01/13 04:05,10,13,6496,8262,3085,4764,,,,,,,,
01/01/13 04:10,13,13,6546,8278,3068,4714,,,,,,,,
01/01/13 04:15,13,12,6556,8302,3069,4728,,,,,,,,
01/01/13 04:20,13,10,6599,8375,3070,4756,,,,,,,,
01/01/13 04:25,13,9,6554,8350,3064,4770,,,,,,,,
01/01/13 04:30,13,9,6573,8338,3064,4738,,,,,,,,
01/01/13 04:35,13,10,6627,8424,3065,4772,,,,,,,,
01/01/13 04:40,13,10,6654,8413,3064,4734,,,,,,,,
01/01/13 04:45,13,7,6683,8394,3065,4684,,,,,,,,
01/01/13 04:50,13,5,6691,8390,3065,4671,,,,,,,,
01/01/13 04:55,15,4,6709,8538,3075,4833,,,,,,,,
01/01/13 05:00,17,3,6737,8641,3065,4922,,,,,,,,
01/01/13 05:05,19,2,6803,8731,3063,4968,,,,,,,,
01/01/13 05:10,23,2,6805,8765,3062,5024,,,,,,,,
01/01/13 05:15,23,3,6865,8780,3062,4978,,,,,,,,
01/01/13 05:20,23,3,6833,8798,3063,5032,,,,,,,,
01/01/13 05:25,23,3,6911,8803,3056,4951,,,,,,,,
01/01/13 05:30,23,4,6938,8769,3060,4895,,,,,,,,
01/01/13 05:35,23,3,6911,8784,3061,4938,,,,,,,,
01/01/13 05:40,23,3,6966,8829,3063,4929,,,,,,,,
01/01/13 05:45,23,3,7010,8748,3061,4804,,,,,,,,
01/01/13 05:50,23,3,7050,8830,3066,4850,,,,,,,,
01/01/13 05:55,15,2,7055,9016,3082,5046,,,,,,,,
01/01/13 06:00,10,2,7115,9068,3105,5060,,,,,,,,
01/01/13 06:05,6,2,7166,9135,3134,5106,,,,,,,,
01/01/13 06:10,2,2,7175,9146,3144,5116,,,,,,,,
01/01/13 06:15,2,1,7212,9139,3151,5079,,,,,,,,
01/01/13 06:20,2,1,7212,9185,3158,5132,,,,,,,,
01/01/13 06:25,2,1,7232,9171,3157,5097,,,,,,,,
01/01/13 06:30,2,1,7255,9179,3161,5086,,,,,,,,
01/01/13 06:35,2,1,7253,9193,3160,5101,,,,,,,,
01/01/13 06:40,2,1,7292,9220,3154,5083,,,,,,,,
01/01/13 06:45,2,2,7318,9228,3164,5077,,,,,,,,
01/01/13 06:50,2,3,7339,9207,3166,5037,,,,,,,,
01/01/13 06:55,2,3,7344,9486,3155,5300,,,,,,,,
01/01/13 07:00,3,3,7374,9654,3161,5445,,,,,,,,
01/01/13 07:05,3,4,7398,9846,3162,5615,,,,,,,,
01/01/13 07:10,5,3,7426,10057,3155,5790,,,,,,,,
01/01/13 07:15,5,2,7472,10105,3156,5792,,,,,,,,
01/01/13 07:20,5,2,7472,10120,3160,5811,,,,,,,,
01/01/13 07:25,5,1,7530,10109,3153,5734,,,,,,,,
01/01/13 07:30,5,0,7541,10129,3161,5751,,,,,,,,
01/01/13 07:35,5,1,7586,10125,3157,5697,,,,,,,,
01/01/13 07:40,5,0,7580,10217,3155,5792,,,,,,,,
01/01/13 07:45,5,1,7641,10188,3149,5697,,,,,,,,
01/01/13 07:50,5,1,7655,10169,3157,5673,,,,,,,,
01/01/13 07:55,4,1,7678,10352,3161,5837,,,,,,,,
01/01/13 08:00,4,2,7675,10430,3161,5918,,,,,,,,
01/01/13 08:05,4,2,7695,10488,3169,5965,,,,,,,,
01/01/13 08:10,5,3,7705,10522,3181,6000,,,,,,,,
01/01/13 08:15,5,3,7720,10494,3177,5954,,,,,,,,
01/01/13 08:20,5,3,7775,10498,3172,5899,,,,,,,,
01/01/13 08:25,5,3,7747,10522,3168,5947,,,,,,,,
01/01/13 08:30,5,3,7766,10523,3172,5931,,,,,,,,
01/01/13 08:35,5,2,7782,10569,3172,5962,,,,,,,,
01/01/13 08:40,5,3,7833,10571,3171,5911,,,,,,,,
01/01/13 08:45,5,4,7869,10536,3172,5843,,,,,,,,
01/01/13 08:50,5,4,7891,10519,3171,5803,,,,,,,,
01/01/13 08:55,5,4,7901,10742,3176,6021,,,,,,,,
01/01/13 09:00,5,4,7905,10747,3176,6023,,,,,,,,
01/01/13 09:05,5,4,7950,10751,3186,5991,,,,,,,,
01/01/13 09:10,5,3,7919,10743,3190,6019,,,,,,,,
01/01/13 09:15,5,3,7954,10698,3194,5942,,,,,,,,
01/01/13 09:20,5,3,7937,10658,3188,5912,,,,,,,,
01/01/13 09:25,5,2,7972,10721,3189,5940,,,,,,,,
01/01/13 09:30,5,3,7958,10753,3185,5984,,,,,,,,
01/01/13 09:35,5,2,7960,10761,3185,5989,,,,,,,,
01/01/13 09:40,5,3,7951,10789,3187,6028,,,,,,,,
01/01/13 09:45,5,3,7963,10761,3196,5996,,,,,,,,
01/01/13 09:50,5,6,7963,10720,3188,5951,,,,,,,,
01/01/13 09:55,5,11,7986,10812,3175,6013,,,,,,,,
01/01/13 10:00,5,18,7949,10685,3173,5928,,,,,,,,
01/01/13 10:05,5,22,7978,10582,3154,5780,,,,,,,,
01/01/13 10:10,5,26,7962,10540,3146,5751,,,,,,,,
01/01/13 10:15,5,31,7999,10533,3145,5711,,,,,,,,
01/01/13 10:20,5,36,7969,10575,3134,5777,,,,,,,,
01/01/13 10:25,5,37,7997,10552,3135,5728,,,,,,,,
01/01/13 10:30,5,38,7970,10500,3138,5706,,,,,,,,
01/01/13 10:35,6,38,7965,10480,3124,5677,,,,,,,,
01/01/13 10:40,6,39,7941,10500,3131,5729,,,,,,,,
01/01/13 10:45,6,34,7892,10437,3125,5705,,,,,,,,
01/01/13 10:50,6,32,7916,10485,3127,5730,,,,,,,,
01/01/13 10:55,6,32,7881,10376,3143,5670,,,,,,,,
01/01/13 11:00,9,33,7906,10359,3136,5622,,,,,,,,
01/01/13 11:05,10,34,7910,10306,3145,5576,,,,,,,,
01/01/13 11:10,15,34,7876,10287,3137,5580,,,,,,,,
01/01/13 11:15,15,34,7835,10324,3138,5661,,,,,,,,
01/01/13 11:20,15,31,7824,10288,3142,5639,,,,,,,,
01/01/13 11:25,15,28,7816,10244,3142,5598,,,,,,,,
01/01/13 11:30,14,30,7791,10270,3149,5658,,,,,,,,
01/01/13 11:35,14,34,7790,10265,3143,5652,,,,,,,,
01/01/13 11:40,14,34,7761,10248,3148,5670,,,,,,,,
01/01/13 11:45,14,34,7756,10264,3147,5689,,,,,,,,
01/01/13 11:50,14,31,7737,10266,3143,5703,,,,,,,,
01/01/13 11:55,15,32,7676,10058,3147,5562,,,,,,,,
01/01/13 12:00,18,32,7683,10057,3153,5559,,,,,,,,
01/01/13 12:05,20,33,7656,10056,3152,5585,,,,,,,,
01/01/13 12:10,25,33,7659,10014,3149,5537,,,,,,,,
01/01/13 12:15,25,32,7657,10020,3156,5551,,,,,,,,
01/01/13 12:20,25,27,7580,10005,3157,5610,,,,,,,,
01/01/13 12:25,25,27,7591,9987,3162,5584,,,,,,,,
01/01/13 12:30,27,24,7575,9957,3161,5566,,,,,,,,
01/01/13 12:35,29,23,7524,9970,3164,5633,,,,,,,,
01/01/13 12:40,29,22,7478,9954,3169,5667,,,,,,,,
01/01/13 12:45,29,21,7484,9971,3162,5670,,,,,,,,
01/01/13 12:50,29,21,7474,10041,3158,5746,,,,,,,,
01/01/13 12:55,25,18,7480,9842,3162,5543,,,,,,,,
01/01/13 13:00,22,15,7414,9734,3158,5493,,,,,,,,
01/01/13 13:05,22,14,7378,9743,3149,5528,,,,,,,,
01/01/13 13:10,23,14,7372,9714,3150,5507,,,,,,,,
01/01/13 13:15,23,12,7348,9698,3152,5515,,,,,,,,
01/01/13 13:20,23,12,7376,9712,3154,5503,,,,,,,,
01/01/13 13:25,23,15,7329,9686,3148,5520,,,,,,,,
01/01/13 13:30,20,17,7321,9577,3141,5415,,,,,,,,
01/01/13 13:35,18,19,7309,9615,3140,5466,,,,,,,,
01/01/13 13:40,18,17,7303,9663,3142,5519,,,,,,,,
01/01/13 13:45,18,12,7234,9681,3139,5600,,,,,,,,
01/01/13 13:50,18,8,7286,9691,3156,5571,,,,,,,,
01/01/13 13:55,17,6,7262,9593,3154,5490,,,,,,,,
01/01/13 14:00,17,4,7241,9504,3161,5430,,,,,,,,
01/01/13 14:05,17,5,7262,9412,3164,5321,,,,,,,,
01/01/13 14:10,18,3,7241,9343,3170,5275,,,,,,,,
01/01/13 14:15,18,3,7241,9311,3167,5241,,,,,,,,
01/01/13 14:20,18,3,7225,9313,3164,5255,,,,,,,,
01/01/13 14:25,18,3,7202,9332,3168,5301,,,,,,,,
01/01/13 14:30,16,4,7208,9321,3172,5289,,,,,,,,
01/01/13 14:35,16,3,7215,9322,3168,5278,,,,,,,,
01/01/13 14:40,16,3,7232,9316,3170,5258,,,,,,,,
01/01/13 14:45,16,3,7194,9313,3168,5290,,,,,,,,
01/01/13 14:50,16,3,7217,9382,3169,5338,,,,,,,,
01/01/13 14:55,11,2,7190,9441,3157,5411,,,,,,,,
01/01/13 15:00,8,3,7208,9504,3162,5462,,,,,,,,
01/01/13 15:05,8,3,7191,9692,3155,5659,,,,,,,,
01/01/13 15:10,8,3,7223,9858,3163,5802,,,,,,,,
01/01/13 15:15,8,3,7203,9894,3169,5864,,,,,,,,
01/01/13 15:20,8,3,7242,9903,3169,5833,,,,,,,,
01/01/13 15:25,8,3,7219,9903,3165,5852,,,,,,,,
01/01/13 15:30,8,4,7266,9948,3168,5854,,,,,,,,
01/01/13 15:35,8,5,7252,9936,3167,5856,,,,,,,,
01/01/13 15:40,8,7,7284,9943,3162,5828,,,,,,,,
01/01/13 15:45,8,9,7323,9989,3165,5841,,,,,,,,
01/01/13 15:50,8,12,7335,9955,3162,5794,,,,,,,,
01/01/13 15:55,7,10,7382,10092,3158,5878,,,,,,,,
01/01/13 16:00,6,13,7395,10294,3171,6084,,,,,,,,
01/01/13 16:05,5,16,7446,10544,3164,6278,,,,,,,,
01/01/13 16:10,5,17,7512,10759,3156,6420,,,,,,,,
01/01/13 16:15,5,21,7502,10814,3162,6495,,,,,,,,
01/01/13 16:20,5,26,7591,10793,3165,6393,,,,,,,,
01/01/13 16:25,5,27,7609,10893,3162,6473,,,,,,,,
01/01/13 16:30,5,29,7705,10901,3166,6391,,,,,,,,
01/01/13 16:35,5,28,7717,10866,3154,6332,,,,,,,,
01/01/13 16:40,5,24,7777,10883,3161,6292,,,,,,,,
01/01/13 16:45,5,22,7855,10870,3155,6193,,,,,,,,
01/01/13 16:50,5,21,7877,10835,3164,6144,,,,,,,,
01/01/13 16:55,9,23,7935,11351,3203,6642,,,,,,,,
01/01/13 17:00,14,25,7986,11601,3242,6883,,,,,,,,
01/01/13 17:05,19,26,8047,11868,3299,7147,,,,,,,,
01/01/13 17:10,26,27,8066,12068,3355,7384,,,,,,,,
01/01/13 17:15,26,28,8145,12244,3362,7489,,,,,,,,
01/01/13 17:20,26,28,8180,12219,3365,7433,,,,,,,,
01/01/13 17:25,26,27,8147,12259,3355,7495,,,,,,,,
01/01/13 17:30,26,26,8192,12189,3352,7375,,,,,,,,
01/01/13 17:35,26,22,8199,12170,3358,7351,,,,,,,,
01/01/13 17:40,26,21,8208,12191,3350,7355,,,,,,,,
01/01/13 17:45,26,21,8251,12203,3348,7321,,,,,,,,
01/01/13 17:50,26,22,8211,12214,3348,7374,,,,,,,,
01/01/13 17:55,24,24,8216,12325,3337,7469,,,,,,,,
01/01/13 18:00,24,23,8175,12354,3319,7521,,,,,,,,
01/01/13 18:05,24,20,8213,12401,3302,7511,,,,,,,,
01/01/13 18:10,24,19,8241,12454,3284,7517,,,,,,,,
01/01/13 18:15,24,17,8187,12404,3275,7510,,,,,,,,
01/01/13 18:20,24,16,8178,12394,3288,7520,,,,,,,,
01/01/13 18:25,24,15,8165,12352,3290,7492,,,,,,,,
01/01/13 18:30,24,13,8187,12384,3284,7493,,,,,,,,
01/01/13 18:35,24,11,8160,12334,3287,7473,,,,,,,,
01/01/13 18:40,24,12,8136,12365,3284,7525,,,,,,,,
01/01/13 18:45,24,11,8157,12361,3279,7495,,,,,,,,
01/01/13 18:50,24,12,8126,12390,3280,7556,,,,,,,,
01/01/13 18:55,18,12,8130,12336,3301,7541,,,,,,,,
01/01/13 19:00,14,15,8104,12255,3314,7528,,,,,,,,
01/01/13 19:05,10,14,8112,12248,3334,7557,,,,,,,,
01/01/13 19:10,8,14,8137,12177,3355,7507,,,,,,,,
01/01/13 19:15,8,15,8100,12157,3357,7530,,,,,,,,
01/01/13 19:20,8,14,8107,12160,3363,7531,,,,,,,,
01/01/13 19:25,8,14,8081,12138,3354,7525,,,,,,,,
01/01/13 19:30,8,11,8074,12126,3368,7532,,,,,,,,
01/01/13 19:35,8,11,8044,12110,3352,7529,,,,,,,,
01/01/13 19:40,8,12,8042,12144,3358,7573,,,,,,,,
01/01/13 19:45,8,12,8014,12166,3356,7621,,,,,,,,
01/01/13 19:50,8,13,8043,12143,3351,7565,,,,,,,,
01/01/13 19:55,8,11,8013,12045,3343,7487,,,,,,,,
01/01/13 20:00,10,9,7999,11931,3306,7347,,,,,,,,
01/01/13 20:05,11,8,7994,11837,3244,7195,,,,,,,,
01/01/13 20:10,15,8,8004,11718,3187,7009,,,,,,,,
01/01/13 20:15,15,7,7919,11625,3174,6988,,,,,,,,
01/01/13 20:20,15,7,7895,11669,3176,7058,,,,,,,,
01/01/13 20:25,15,7,7875,11648,3162,7043,,,,,,,,
01/01/13 20:30,15,7,7883,11685,3174,7084,,,,,,,,
01/01/13 20:35,15,7,7859,11692,3175,7116,,,,,,,,
01/01/13 20:40,15,7,7840,11640,3183,7091,,,,,,,,
01/01/13 20:45,15,7,7804,11622,3188,7114,,,,,,,,
01/01/13 20:50,15,6,7772,11659,3185,7178,,,,,,,,
01/01/13 20:55,13,7,7763,11370,3170,6883,,,,,,,,
01/01/13 21:00,11,8,7727,11205,3163,6749,,,,,,,,
01/01/13 21:05,10,7,7685,11066,3159,6648,,,,,,,,
01/01/13 21:10,10,6,7638,10916,3144,6529,,,,,,,,
01/01/13 21:15,10,6,7592,10897,3147,6558,,,,,,,,
01/01/13 21:20,10,6,7579,10886,3146,6558,,,,,,,,
01/01/13 21:25,10,6,7550,10864,3138,6558,,,,,,,,
01/01/13 21:30,10,6,7538,10848,3145,6563,,,,,,,,
01/01/13 21:35,10,6,7488,10815,3148,6581,,,,,,,,
01/01/13 21:40,10,7,7468,10817,3143,6599,,,,,,,,
01/01/13 21:45,10,7,7421,10852,3144,6683,,,,,,,,
01/01/13 21:50,10,8,7394,10865,3140,6720,,,,,,,,
01/01/13 21:55,8,8,7372,10552,3140,6430,,,,,,,,
01/01/13 22:00,8,8,7252,10235,3126,6218,,,,,,,,
01/01/13 22:05,8,9,7179,10249,3124,6304,,,,,,,,
01/01/13 22:10,8,9,7166,10067,3125,6133,,,,,,,,
01/01/13 22:15,8,9,7152,9953,3119,6029,,,,,,,,
01/01/13 22:20,8,9,7095,9969,3122,6106,,,,,,,,
01/01/13 22:25,8,9,7069,10008,3114,6163,,,,,,,,
01/01/13 22:30,8,9,7056,9972,3112,6138,,,,,,,,
01/01/13 22:35,8,8,7025,9953,3103,6139,,,,,,,,
01/01/13 22:40,8,8,6958,9959,3114,6224,,,,,,,,
01/01/13 22:45,8,8,6946,9911,3115,6189,,,,,,,,
01/01/13 22:50,8,8,6892,9861,3120,6198,,,,,,,,
01/01/13 22:55,8,12,6899,9490,3090,5794,,,,,,,,
01/01/13 23:00,8,12,6860,9211,3057,5520,,,,,,,,
01/01/13 23:05,8,15,6817,8859,3029,5186,,,,,,,,
01/01/13 23:10,8,17,6792,8673,3002,5000,,,,,,,,
01/01/13 23:15,8,19,6730,8569,2989,4948,,,,,,,,
01/01/13 23:20,8,24,6704,8516,2994,4930,,,,,,,,
01/01/13 23:25,8,27,6693,8463,2996,4895,,,,,,,,
01/01/13 23:30,8,27,6665,8431,2994,4888,,,,,,,,
01/01/13 23:35,8,30,6626,8470,2995,4968,,,,,,,,
01/01/13 23:40,8,26,6622,8477,2985,4966,,,,,,,,
01/01/13 23:45,8,25,6602,8516,2987,5026,,,,,,,,
01/01/13 23:50,8,28,6614,8491,2984,4990,,,,,,,,
01/01/13 23:55,9,33,6574,8422,3012,4995,,,,,,,,
01/02/13 00:00,10,35,6563,8382,3034,4987,,,,,,,,
01/02/13 00:05,11,35,6550,8415,3052,5053,,,,,,,,
01/02/13 00:10,12,35,6545,8422,3056,5069,,,,,,,,
01/02/13 00:15,12,41,6530,8419,3063,5094,,,,,,,,
01/02/13 00:20,12,43,6518,8421,3070,5116,,,,,,,,
01/02/13 00:25,12,45,6491,8422,3066,5143,,,,,,,,
01/02/13 00:30,12,46,6516,8417,3064,5112,,,,,,,,
01/02/13 00:35,12,50,6476,8408,3062,5144,,,,,,,,
01/02/13 00:40,12,53,6532,8420,3063,5105,,,,,,,,
01/02/13 00:45,12,48,6523,8400,3058,5084,,,,,,,,
01/02/13 00:50,12,49,6440,8408,3065,5183,,,,,,,,
01/02/13 00:55,11,49,6419,8337,3058,5126,,,,,,,,
01/02/13 01:00,13,47,6447,8323,3063,5086,,,,,,,,
01/02/13 01:05,15,51,6474,8345,3050,5072,,,,,,,,
01/02/13 01:10,20,55,6425,8312,3044,5086,,,,,,,,
01/02/13 01:15,20,58,6424,8370,3053,5157,,,,,,,,
01/02/13 01:20,20,54,6444,8357,3055,5122,,,,,,,,
01/02/13 01:25,20,57,6514,8329,3046,5019,,,,,,,,
01/02/13 01:30,20,56,6426,8307,3046,5083,,,,,,,,
01/02/13 01:35,21,54,6420,8279,3046,5060,,,,,,,,
01/02/13 01:40,21,52,6425,8276,3046,5049,,,,,,,,
01/02/13 01:45,21,48,6491,8320,3048,5026,,,,,,,,
01/02/13 01:50,21,47,6507,8314,3050,5004,,,,,,,,
01/02/13 01:55,27,46,6512,8338,3047,5020,,,,,,,,
01/02/13 02:00,35,44,6460,8247,3050,4982,,,,,,,,
01/02/13 02:05,43,38,6450,8236,3048,4972,,,,,,,,
01/02/13 02:10,53,33,6499,8223,3042,4900,,,,,,,,
01/02/13 02:15,53,32,6523,8300,3042,4951,,,,,,,,
01/02/13 02:20,53,36,6555,8359,3053,4994,,,,,,,,
01/02/13 02:25,53,35,6488,8324,3052,5023,,,,,,,,
01/02/13 02:30,52,42,6533,8310,3050,4969,,,,,,,,
01/02/13 02:35,52,43,6581,8348,3045,4954,,,,,,,,
01/02/13 02:40,52,48,6501,8349,3059,5055,,,,,,,,
01/02/13 02:45,52,47,6466,8356,3043,5081,,,,,,,,
01/02/13 02:50,52,50,6540,8359,3057,5027,,,,,,,,
01/02/13 02:55,49,55,6542,8341,3074,5028,,,,,,,,
01/02/13 03:00,48,58,6550,8394,3087,5089,,,,,,,,
01/02/13 03:05,48,62,6561,8411,3111,5123,,,,,,,,
01/02/13 03:10,51,69,6590,8416,3146,5141,,,,,,,,
01/02/13 03:15,51,73,6614,8413,3147,5119,,,,,,,,
01/02/13 03:20,51,77,6676,8430,3146,5077,,,,,,,,
01/02/13 03:25,51,77,6708,8459,3144,5073,,,,,,,,
01/02/13 03:30,52,85,6720,8465,3147,5077,,,,,,,,
01/02/13 03:35,53,86,6662,8462,3132,5118,,,,,,,,
01/02/13 03:40,53,86,6778,8453,3130,4992,,,,,,,,
01/02/13 03:45,53,92,6790,8458,3129,4989,,,,,,,,
01/02/13 03:50,53,87,6793,8463,3137,4995,,,,,,,,
01/02/13 03:55,51,94,6812,8593,3133,5109,,,,,,,,
01/02/13 04:00,53,100,6883,8694,3132,5143,,,,,,,,
01/02/13 04:05,56,117,6799,8712,3126,5256,,,,,,,,
01/02/13 04:10,61,135,6880,8702,3129,5187,,,,,,,,
01/02/13 04:15,61,149,6954,8679,3136,5111,,,,,,,,
01/02/13 04:20,61,164,6999,8700,3128,5093,,,,,,,,
01/02/13 04:25,61,168,7035,8691,3120,5043,,,,,,,,
01/02/13 04:30,61,179,7045,8774,3117,5124,,,,,,,,
01/02/13 04:35,63,174,7080,8792,3127,5113,,,,,,,,
01/02/13 04:40,63,178,7164,8774,3123,5011,,,,,,,,
01/02/13 04:45,63,178,7170,8756,3125,4990,,,,,,,,
01/02/13 04:50,63,180,7224,8794,3125,4976,,,,,,,,
01/02/13 04:55,77,189,7316,9154,3159,5286,,,,,,,,
01/02/13 05:00,97,189,7343,9343,3192,5482,,,,,,,,
01/02/13 05:05,113,184,7372,9528,3250,5691,,,,,,,,
01/02/13 05:10,136,182,7432,9701,3294,5844,,,,,,,,
01/02/13 05:15,136,181,7563,9777,3277,5773,,,,,,,,
01/02/13 05:20,136,177,7633,9817,3285,5745,,,,,,,,
01/02/13 05:25,136,188,7683,9820,3284,5710,,,,,,,,
01/02/13 05:30,137,186,7676,9762,3292,5664,,,,,,,,
01/02/13 05:35,139,184,7829,9838,3291,5585,,,,,,,,
01/02/13 05:40,139,181,7850,10151,3289,5872,,,,,,,,
01/02/13 05:45,139,177,7903,10185,3290,5850,,,,,,,,
01/02/13 05:50,139,187,7981,10203,3296,5806,,,,,,,,
01/02/13 05:55,134,181,8004,10852,3390,6497,,,,,,,,
01/02/13 06:00,135,189,8005,11367,3455,7058,,,,,,,,
01/02/13 06:05,135,199,8157,12105,3532,7706,,,,,,,,
01/02/13 06:10,143,202,8254,12704,3631,8284,,,,,,,,
01/02/13 06:15,143,209,8416,12839,3646,8279,,,,,,,,
01/02/13 06:20,143,218,8435,12891,3679,8354,,,,,,,,
01/02/13 06:25,143,219,8531,12956,3685,8329,,,,,,,,
01/02/13 06:30,141,221,8499,12870,3670,8262,,,,,,,,
01/02/13 06:35,141,225,8583,12946,3675,8263,,,,,,,,
01/02/13 06:40,141,220,8623,12963,3663,8224,,,,,,,,
01/02/13 06:45,141,215,8665,12966,3663,8179,,,,,,,,
01/02/13 06:50,141,211,8708,12945,3666,8114,,,,,,,,
01/02/13 06:55,148,214,8731,13330,3718,8531,,,,,,,,
01/02/13 07:00,159,205,8722,13390,3781,8653,,,,,,,,
01/02/13 07:05,169,202,8787,13489,3892,8796,,,,,,,,
01/02/13 07:10,188,207,8814,13520,3972,8884,,,,,,,,
01/02/13 07:15,188,206,8934,13615,3971,8858,,,,,,,,
01/02/13 07:20,188,211,8945,13690,3968,8925,,,,,,,,
01/02/13 07:25,188,213,8989,13669,3966,8859,,,,,,,,
01/02/13 07:30,190,219,8984,13703,3959,8898,,,,,,,,
01/02/13 07:35,193,232,9006,13696,3968,8889,,,,,,,,
01/02/13 07:40,193,241,9032,13699,3968,8877,,,,,,,,
01/02/13 07:45,193,241,9012,13704,3966,8900,,,,,,,,
01/02/13 07:50,193,248,8971,13645,3961,8884,,,,,,,,
01/02/13 07:55,174,250,8996,13825,3968,9047,,,,,,,,
01/02/13 08:00,164,250,8988,13829,3951,9042,,,,,,,,
01/02/13 08:05,154,250,8894,13846,3978,9181,,,,,,,,
01/02/13 08:10,151,253,8899,13835,4012,9201,,,,,,,,
01/02/13 08:15,151,260,8977,13871,4024,9179,,,,,,,,
01/02/13 08:20,151,253,9001,13898,4019,9169,,,,,,,,
01/02/13 08:25,151,251,8945,13865,4021,9192,,,,,,,,
01/02/13 08:30,154,247,8904,13824,4022,9189,,,,,,,,
01/02/13 08:35,160,255,8880,13837,4027,9240,,,,,,,,
01/02/13 08:40,160,253,8914,13879,4023,9243,,,,,,,,
01/02/13 08:45,160,252,8842,13846,4036,9293,,,,,,,,
01/02/13 08:50,160,252,8855,13846,4055,9299,,,,,,,,
01/02/13 08:55,169,244,8831,13719,4033,9166,,,,,,,,
01/02/13 09:00,185,246,8829,13697,4011,9125,,,,,,,,
01/02/13 09:05,197,244,8821,13619,4004,9047,,,,,,,,
01/02/13 09:10,217,237,8795,13577,3996,9015,,,,,,,,
01/02/13 09:15,217,236,8773,13557,3993,9014,,,,,,,,
01/02/13 09:20,217,236,8732,13565,4004,9073,,,,,,,,
01/02/13 09:25,217,232,8719,13587,3994,9093,,,,,,,,
01/02/13 09:30,213,242,8698,13534,3981,9059,,,,,,,,
01/02/13 09:35,211,241,8672,13523,3972,9064,,,,,,,,
01/02/13 09:40,211,245,8639,13436,3985,9028,,,,,,,,
