Date/Time,TOTAL WIND GENERATION  BASEPOINT (FORECAST) IN BPA CONTROL AREA (MW; SCADA 103349),TOTAL WIND GENERATION  IN BPA CONTROL AREA (MW; SCADA 79687),TOTAL BPA CONTROL AREA LOAD (MW; SCADA 45583),TOTAL HYDRO GENERATION (MW; SCADA 79682),TOTAL THERMAL GENERATION (MW; SCADA 79685),NET INTERCHANGE (MW; SCADA 45581),,,,,,,,
03/16/13 05:25,1573,1746,5031,4432,3280,4528,,,,,,,,
03/16/13 05:30,1583,1742,5065,4435,3280,4493,,,,,,,,
03/16/13 05:35,1596,1714,5037,4456,3262,4495,,,,,,,,
03/16/13 05:40,1596,1709,5048,4456,3262,4479,,,,,,,,
03/16/13 05:45,1596,1755,5053,4460,3259,4522,,,,,,,,
03/16/13 05:50,1596,1791,5091,4449,3261,4510,,,,,,,,
03/16/13 05:55,1568,1798,5112,4745,3237,4790,,,,,,,,
03/16/13 06:00,1557,1809,5145,5043,3240,5095,,,,,,,,
03/16/13 06:05,1547,1858,5182,5537,3261,5647,,,,,,,,
03/16/13 06:10,1545,1906,5267,5730,3240,5806,,,,,,,,
03/16/13 06:15,1545,1922,5253,5833,3223,5926,,,,,,,,
03/16/13 06:20,1545,1917,5289,5844,3218,5891,,,,,,,,
03/16/13 06:25,1545,1929,5308,5864,3210,5895,,,,,,,,
03/16/13 06:30,1558,1937,5344,5925,3206,5924,,,,,,,,
03/16/13 06:35,1572,1970,5394,5917,3213,5907,,,,,,,,
03/16/13 06:40,1572,2016,5413,5893,3220,5916,,,,,,,,
03/16/13 06:45,1572,2040,5448,5878,3223,5894,,,,,,,,
03/16/13 06:50,1572,2078,5480,5909,3214,5921,,,,,,,,
03/16/13 06:55,1653,2090,5517,5937,3190,5900,,,,,,,,
03/16/13 07:00,1751,1983,5539,6092,3139,5874,,,,,,,,
03/16/13 07:05,1844,1956,5606,6390,3099,6040,,,,,,,,
03/16/13 07:10,1950,1965,5636,6460,3019,6007,,,,,,,,
03/16/13 07:15,1950,1940,5717,6479,3021,5923,,,,,,,,
03/16/13 07:20,1950,1932,5729,6500,3016,5919,,,,,,,,
03/16/13 07:25,1950,1952,5766,6501,3026,5913,,,,,,,,
03/16/13 07:30,1958,1936,5754,6536,3021,5938,,,,,,,,
03/16/13 07:35,1970,1944,5791,6569,3029,5952,,,,,,,,
03/16/13 07:40,1970,1997,5807,6556,3027,5973,,,,,,,,
03/16/13 07:45,1970,2008,5830,6565,3037,5981,,,,,,,,
03/16/13 07:50,1970,2047,5872,6545,3035,5955,,,,,,,,
03/16/13 07:55,1933,2050,5887,6647,3036,6047,,,,,,,,
03/16/13 08:00,1914,2110,5915,6762,3060,6219,,,,,,,,
03/16/13 08:05,1888,2149,5991,6815,3079,6253,,,,,,,,
03/16/13 08:10,1876,2136,5984,6835,3102,6289,,,,,,,,
03/16/13 08:15,1876,2138,6035,7024,3110,6438,,,,,,,,
03/16/13 08:20,1876,2116,6065,7038,3106,6396,,,,,,,,
03/16/13 08:25,1876,2119,6054,7010,3107,6381,,,,,,,,
03/16/13 08:30,1915,2095,6084,7078,3107,6397,,,,,,,,
03/16/13 08:35,1954,2091,6094,7117,3103,6416,,,,,,,,
03/16/13 08:40,1954,2084,6110,7071,3100,6345,,,,,,,,
03/16/13 08:45,1954,2065,6133,7032,3119,6283,,,,,,,,
03/16/13 08:50,1954,2052,6117,7028,3106,6269,,,,,,,,
03/16/13 08:55,1988,2079,6170,7083,3142,6335,,,,,,,,
03/16/13 09:00,2032,2058,6127,7139,3170,6441,,,,,,,,
03/16/13 09:05,2078,2047,6151,7176,3185,6457,,,,,,,,
03/16/13 09:10,2132,2071,6175,7197,3210,6504,,,,,,,,
03/16/13 09:15,2132,2085,6191,7195,3210,6499,,,,,,,,
03/16/13 09:20,2132,2085,6209,7180,3216,6472,,,,,,,,
03/16/13 09:25,2132,2089,6242,7159,3200,6407,,,,,,,,
03/16/13 09:30,2140,2112,6230,7133,3200,6415,,,,,,,,
03/16/13 09:35,2150,2108,6237,7167,3210,6449,,,,,,,,
03/16/13 09:40,2150,2178,6251,7181,3206,6515,,,,,,,,
03/16/13 09:45,2150,2167,6227,7173,3228,6544,,,,,,,,
03/16/13 09:50,2150,2158,6256,7155,3254,6511,,,,,,,,
03/16/13 09:55,2132,2148,6271,7059,3276,6412,,,,,,,,
03/16/13 10:00,2121,2162,6255,7066,3285,6458,,,,,,,,
03/16/13 10:05,2115,2208,6235,6969,3277,6419,,,,,,,,
03/16/13 10:10,2115,2234,6267,6947,3271,6386,,,,,,,,
03/16/13 10:15,2115,2258,6270,6940,3256,6386,,,,,,,,
03/16/13 10:20,2115,2263,6258,6986,3237,6428,,,,,,,,
03/16/13 10:25,2115,2199,6251,6990,3240,6379,,,,,,,,
03/16/13 10:30,2132,2247,6241,7009,3216,6432,,,,,,,,
03/16/13 10:35,2150,2294,6222,7000,3211,6484,,,,,,,,
03/16/13 10:40,2150,2320,6227,6941,3180,6415,,,,,,,,
03/16/13 10:45,2150,2357,6209,6947,3179,6475,,,,,,,,
03/16/13 10:50,2150,2391,6238,6966,3172,6491,,,,,,,,
03/16/13 10:55,2195,2458,6251,6924,3169,6500,,,,,,,,
03/16/13 11:00,2252,2470,6202,6913,3169,6552,,,,,,,,
03/16/13 11:05,2306,2439,6186,6983,3166,6602,,,,,,,,
03/16/13 11:10,2374,2431,6208,7111,3178,6713,,,,,,,,
03/16/13 11:15,2374,2422,6203,7100,3199,6718,,,,,,,,
03/16/13 11:20,2374,2411,6201,7098,3208,6717,,,,,,,,
03/16/13 11:25,2374,2371,6206,7091,3205,6662,,,,,,,,
03/16/13 11:30,2403,2346,6197,7068,3221,6639,,,,,,,,
03/16/13 11:35,2431,2277,6219,7152,3236,6647,,,,,,,,
03/16/13 11:40,2431,2270,6206,7144,3220,6627,,,,,,,,
03/16/13 11:45,2431,2244,6186,7162,3229,6651,,,,,,,,
03/16/13 11:50,2431,2255,6178,7149,3235,6662,,,,,,,,
03/16/13 11:55,2385,2259,6134,7290,3242,6810,,,,,,,,
03/16/13 12:00,2352,2227,6177,7248,3269,6670,,,,,,,,
03/16/13 12:05,2317,2179,6165,7174,3283,6523,,,,,,,,
03/16/13 12:10,2295,2191,6118,7055,3265,6395,,,,,,,,
03/16/13 12:15,2295,2192,6124,7033,3243,6346,,,,,,,,
03/16/13 12:20,2295,2198,6122,7055,3247,6378,,,,,,,,
03/16/13 12:25,2295,2263,6106,6952,3224,6333,,,,,,,,
03/16/13 12:30,2233,2345,6125,6969,3169,6359,,,,,,,,
03/16/13 12:35,2179,2376,6130,6963,3172,6382,,,,,,,,
03/16/13 12:40,2179,2475,6129,6933,3153,6432,,,,,,,,
03/16/13 12:45,2179,2513,6113,6729,3114,6243,,,,,,,,
03/16/13 12:50,2179,2659,6090,6698,3111,6378,,,,,,,,
03/16/13 12:55,2175,2809,6102,6579,3089,6376,,,,,,,,
03/16/13 13:00,2181,2832,6064,6501,3071,6340,,,,,,,,
03/16/13 13:05,2187,2890,6080,6493,3059,6361,,,,,,,,
03/16/13 13:10,2206,2887,6065,6525,3046,6395,,,,,,,,
03/16/13 13:15,2206,2928,6102,6550,3036,6413,,,,,,,,
03/16/13 13:20,2206,2965,6065,6515,3041,6457,,,,,,,,
03/16/13 13:25,2206,3008,6048,6460,3033,6454,,,,,,,,
03/16/13 13:30,2396,3109,6052,6474,3042,6573,,,,,,,,
03/16/13 13:35,2578,3158,6056,6452,3042,6595,,,,,,,,
03/16/13 13:40,2578,3189,6034,6504,3039,6698,,,,,,,,
03/16/13 13:45,2578,3237,6053,6527,3044,6756,,,,,,,,
03/16/13 13:50,2578,3321,6040,6415,3015,6711,,,,,,,,
03/16/13 13:55,2627,3353,6058,6367,2903,6565,,,,,,,,
03/16/13 14:00,2682,3410,6123,6380,2784,6451,,,,,,,,
03/16/13 14:05,2739,3452,6112,6464,2759,6564,,,,,,,,
03/16/13 14:10,2653,3366,6053,6233,2726,6272,,,,,,,,
03/16/13 14:15,2472,3050,6107,6165,2720,5828,,,,,,,,
03/16/13 14:20,2421,2852,6066,6402,2726,5914,,,,,,,,
03/16/13 14:25,2375,2671,6064,6544,2706,5857,,,,,,,,
03/16/13 14:30,2388,2465,6099,6850,2708,5926,,,,,,,,
03/16/13 14:35,2404,2446,6080,6904,2697,5966,,,,,,,,
03/16/13 14:40,2404,2424,6083,6898,2700,5941,,,,,,,,
03/16/13 14:45,2404,2405,6093,6930,2707,5949,,,,,,,,
03/16/13 14:50,2404,2406,6092,6934,2705,5955,,,,,,,,
03/16/13 14:55,2525,2380,6127,7005,2714,5971,,,,,,,,
03/16/13 15:00,2649,2391,6082,7055,2744,6109,,,,,,,,
03/16/13 15:05,2776,2732,6118,6811,2774,6200,,,,,,,,
03/16/13 15:10,2912,2932,6095,6590,2823,6251,,,,,,,,
03/16/13 15:15,2912,2932,6121,6684,2830,6325,,,,,,,,
03/16/13 15:20,2752,2861,6164,6592,2815,6105,,,,,,,,
03/16/13 15:25,2695,2804,6148,6607,2775,6039,,,,,,,,
03/16/13 15:30,2701,2838,6126,6602,2772,6087,,,,,,,,
03/16/13 15:35,2711,2874,6134,6563,2777,6080,,,,,,,,
03/16/13 15:40,2711,2905,6154,6534,2775,6060,,,,,,,,
03/16/13 15:45,2711,2917,6167,6454,2766,5971,,,,,,,,
03/16/13 15:50,2711,2910,6165,6513,2768,6027,,,,,,,,
03/16/13 15:55,2784,2858,6170,6598,2789,6075,,,,,,,,
03/16/13 16:00,2863,2813,6183,6663,2809,6103,,,,,,,,
03/16/13 16:05,2945,2923,6178,6684,2875,6305,,,,,,,,
03/16/13 16:10,3035,3067,6169,6602,2893,6395,,,,,,,,
03/16/13 16:15,3035,3043,6189,6616,2895,6366,,,,,,,,
03/16/13 16:20,3035,3043,6194,6716,2876,6442,,,,,,,,
03/16/13 16:25,3035,3036,6192,6684,2854,6383,,,,,,,,
03/16/13 16:30,3067,3062,6214,6816,2847,6512,,,,,,,,
03/16/13 16:35,3100,3077,6205,6804,2832,6509,,,,,,,,
03/16/13 16:40,3100,3103,6215,6775,2841,6504,,,,,,,,
03/16/13 16:45,3100,3120,6194,6764,2820,6510,,,,,,,,
03/16/13 16:50,3100,3146,6232,6754,2800,6469,,,,,,,,
03/16/13 16:55,3074,3085,6240,6779,2779,6404,,,,,,,,
03/16/13 17:00,3057,3094,6235,6854,2734,6447,,,,,,,,
03/16/13 17:05,3043,3123,6249,6791,2701,6366,,,,,,,,
03/16/13 17:10,3036,3176,6250,6751,2718,6396,,,,,,,,
03/16/13 17:15,3036,3190,6296,6761,2689,6344,,,,,,,,
03/16/13 17:20,3036,3188,6312,6788,2693,6358,,,,,,,,
03/16/13 17:25,3036,3139,6313,6821,2684,6331,,,,,,,,
03/16/13 17:30,3026,3113,6327,6861,2680,6328,,,,,,,,
03/16/13 17:35,3017,3049,6324,6867,2695,6288,,,,,,,,
03/16/13 17:40,3017,3043,6338,6875,2725,6306,,,,,,,,
03/16/13 17:45,3017,3019,6343,6870,2780,6327,,,,,,,,
03/16/13 17:50,3017,3047,6389,6846,2800,6303,,,,,,,,
03/16/13 17:55,3057,3035,6366,6900,2783,6352,,,,,,,,
03/16/13 18:00,3104,2989,6355,6993,2768,6394,,,,,,,,
03/16/13 18:05,3152,3008,6374,7009,2767,6411,,,,,,,,
03/16/13 18:10,3209,2977,6401,7059,2770,6406,,,,,,,,
03/16/13 18:15,3209,2978,6364,7121,2770,6506,,,,,,,,
03/16/13 18:20,3209,3047,6420,7107,2775,6509,,,,,,,,
03/16/13 18:25,3209,3120,6396,6965,2799,6489,,,,,,,,
03/16/13 18:30,3219,3151,6405,6961,2763,6471,,,,,,,,
03/16/13 18:35,3230,3146,6418,6933,2768,6428,,,,,,,,
03/16/13 18:40,3230,3208,6403,7047,2718,6570,,,,,,,,
03/16/13 18:45,3230,3275,6442,7061,2679,6573,,,,,,,,
03/16/13 18:50,3230,3357,6428,7063,2667,6658,,,,,,,,
03/16/13 18:55,3164,3346,6480,7043,2679,6589,,,,,,,,
03/16/13 19:00,3110,3389,6511,6974,2696,6548,,,,,,,,
03/16/13 19:05,3058,3373,6522,7008,2714,6573,,,,,,,,
03/16/13 19:10,3016,3381,6554,6958,2716,6501,,,,,,,,
03/16/13 19:15,3016,3442,6563,6955,2717,6552,,,,,,,,
03/16/13 19:20,3016,3497,6590,6938,2715,6561,,,,,,,,
03/16/13 19:25,3016,3542,6629,6891,2711,6517,,,,,,,,
03/16/13 19:30,3126,3663,6703,6847,2715,6522,,,,,,,,
03/16/13 19:35,3235,3700,6725,6776,2715,6466,,,,,,,,
03/16/13 19:40,3235,3715,6701,6712,2723,6449,,,,,,,,
03/16/13 19:45,3235,3749,6703,6756,2716,6519,,,,,,,,
03/16/13 19:50,3235,3776,6701,6737,2708,6520,,,,,,,,
03/16/13 19:55,3342,3774,6728,6790,2692,6529,,,,,,,,
03/16/13 20:00,3458,3785,6691,6837,2697,6628,,,,,,,,
03/16/13 20:05,3570,3762,6705,6923,2679,6660,,,,,,,,
03/16/13 20:10,3691,3747,6698,7033,2675,6756,,,,,,,,
03/16/13 20:15,3691,3684,6705,7047,2677,6704,,,,,,,,
03/16/13 20:20,3691,3578,6690,7061,2733,6682,,,,,,,,
03/16/13 20:25,3691,3496,6708,7128,2765,6681,,,,,,,,
03/16/13 20:30,3691,3477,6674,7191,2778,6772,,,,,,,,
03/16/13 20:35,3692,3561,6667,7085,2795,6775,,,,,,,,
03/16/13 20:40,3692,3648,6633,6979,2790,6784,,,,,,,,
03/16/13 20:45,3692,3704,6632,6861,2778,6711,,,,,,,,
03/16/13 20:50,3692,3747,6614,6897,2708,6739,,,,,,,,
03/16/13 20:55,3626,3753,6614,6824,2707,6671,,,,,,,,
03/16/13 21:00,3576,3784,6601,6773,2753,6709,,,,,,,,
03/16/13 21:05,3523,3840,6581,6653,2784,6697,,,,,,,,
03/16/13 21:10,3483,3834,6542,6610,2790,6692,,,,,,,,
03/16/13 21:15,3483,3814,6534,6582,2821,6683,,,,,,,,
03/16/13 21:20,3483,3823,6523,6524,2817,6641,,,,,,,,
03/16/13 21:25,3483,3826,6502,6537,2808,6667,,,,,,,,
03/16/13 21:30,3486,3820,6476,6500,2821,6666,,,,,,,,
03/16/13 21:35,3490,3806,6442,6472,2817,6654,,,,,,,,
03/16/13 21:40,3490,3798,6434,6461,2810,6635,,,,,,,,
03/16/13 21:45,3490,3741,6401,6424,2813,6577,,,,,,,,
03/16/13 21:50,3490,3676,6382,6435,2811,6540,,,,,,,,
03/16/13 21:55,3515,3689,6377,6362,2829,6503,,,,,,,,
03/16/13 22:00,3550,3718,6340,6145,2842,6365,,,,,,,,
03/16/13 22:05,3583,3709,6314,5996,2860,6252,,,,,,,,
03/16/13 22:10,3631,3722,6268,5704,2875,6034,,,,,,,,
03/16/13 22:15,3631,3724,6220,5600,2881,5985,,,,,,,,
03/16/13 22:20,3631,3706,6224,5601,2886,5970,,,,,,,,
03/16/13 22:25,3631,3627,6178,5561,2876,5887,,,,,,,,
03/16/13 22:30,3624,3542,6151,5577,2878,5846,,,,,,,,
03/16/13 22:35,3621,3490,6150,5619,2914,5874,,,,,,,,
03/16/13 22:40,3621,3468,6107,5608,2942,5912,,,,,,,,
03/16/13 22:45,3621,3426,6095,5634,2966,5931,,,,,,,,
03/16/13 22:50,3621,3356,6048,5633,2974,5914,,,,,,,,
03/16/13 22:55,3592,3199,6056,5632,2965,5739,,,,,,,,
03/16/13 23:00,3576,3052,5991,5625,2946,5633,,,,,,,,
03/16/13 23:05,3560,2926,5935,5547,2962,5501,,,,,,,,
03/16/13 23:10,3552,2914,5934,5381,2983,5345,,,,,,,,
03/16/13 23:15,3552,2901,5906,5258,3006,5260,,,,,,,,
03/16/13 23:20,3552,2887,5875,5274,3005,5292,,,,,,,,
03/16/13 23:25,3552,2844,5851,5239,3014,5246,,,,,,,,
03/16/13 23:30,3456,2785,5841,5251,3015,5212,,,,,,,,
03/16/13 23:35,3369,2792,5769,5090,3009,5123,,,,,,,,
03/16/13 23:40,3369,2869,5738,5066,2955,5153,,,,,,,,
03/16/13 23:45,3369,2964,5740,5061,2881,5167,,,,,,,,
03/16/13 23:50,3369,3149,5726,5038,2819,5281,,,,,,,,
03/16/13 23:55,3291,3182,5701,4883,2829,5194,,,,,,,,
03/17/13 00:00,3230,3196,5667,4947,2829,5305,,,,,,,,
03/17/13 00:05,3166,3359,5653,4788,2817,5311,,,,,,,,
03/17/13 00:10,3120,3326,5654,4799,2811,5283,,,,,,,,
03/17/13 00:15,3120,3355,5635,4830,2810,5361,,,,,,,,
03/17/13 00:20,3120,3462,5618,4758,2805,5406,,,,,,,,
03/17/13 00:25,3120,3564,5598,4619,2810,5395,,,,,,,,
03/17/13 00:30,3187,3438,5578,4630,2804,5294,,,,,,,,
03/17/13 00:35,3243,3461,5585,4619,2792,5288,,,,,,,,
03/17/13 00:40,3243,3463,5580,4646,2759,5287,,,,,,,,
03/17/13 00:45,3243,3494,5587,4630,2760,5297,,,,,,,,
03/17/13 00:50,3243,3511,5548,4546,2762,5272,,,,,,,,
03/17/13 00:55,3357,3508,5515,4564,2776,5335,,,,,,,,
03/17/13 01:00,3474,3623,5517,4337,2792,5236,,,,,,,,
03/17/13 01:05,3594,3566,5500,4343,2816,5225,,,,,,,,
03/17/13 01:10,3717,3480,5516,4437,2853,5254,,,,,,,,
03/17/13 01:15,3717,3396,5510,4422,2887,5196,,,,,,,,
03/17/13 01:20,3717,3374,5511,4428,2886,5178,,,,,,,,
03/17/13 01:25,3717,3359,5511,4436,2875,5161,,,,,,,,
03/17/13 01:30,3709,3347,5515,4433,2899,5164,,,,,,,,
03/17/13 01:35,3702,3350,5531,4440,2909,5168,,,,,,,,
03/17/13 01:40,3702,3391,5519,4433,2886,5192,,,,,,,,
03/17/13 01:45,3702,3416,5503,4412,2883,5209,,,,,,,,
03/17/13 01:50,3702,3421,5489,4428,2885,5245,,,,,,,,
03/17/13 01:55,3616,3444,5524,4426,2875,5222,,,,,,,,
03/17/13 02:00,3540,3488,5485,4385,2863,5251,,,,,,,,
03/17/13 02:05,3466,3498,5501,4352,2873,5222,,,,,,,,
03/17/13 02:10,3401,3517,5524,4332,2879,5204,,,,,,,,
03/17/13 02:15,3401,3549,5529,4305,2881,5206,,,,,,,,
03/17/13 02:20,3401,3541,5507,4231,2890,5156,,,,,,,,
03/17/13 02:25,3401,3545,5505,4235,2885,5159,,,,,,,,
03/17/13 02:30,3447,3565,5502,4235,2884,5182,,,,,,,,
03/17/13 02:35,3491,3585,5487,4238,2882,5219,,,,,,,,
03/17/13 02:40,3491,3588,5487,4244,2882,5228,,,,,,,,
03/17/13 02:45,3491,3599,5502,4242,2875,5215,,,,,,,,
03/17/13 02:50,3491,3595,5500,4213,2877,5186,,,,,,,,
03/17/13 02:55,3517,3576,5471,4275,2874,5255,,,,,,,,
03/17/13 03:00,3552,3583,5502,4293,2885,5259,,,,,,,,
03/17/13 03:05,3584,3595,5507,4299,2885,5273,,,,,,,,
03/17/13 03:10,3623,3649,5484,4323,2897,5385,,,,,,,,
03/17/13 03:15,3623,3680,5529,4296,2896,5344,,,,,,,,
03/17/13 03:20,3623,3707,5536,4270,2887,5328,,,,,,,,
03/17/13 03:25,3623,3698,5512,4275,2891,5352,,,,,,,,
03/17/13 03:30,3616,3685,5516,4262,2893,5325,,,,,,,,
03/17/13 03:35,3611,3652,5512,4279,2884,5304,,,,,,,,
03/17/13 03:40,3611,3615,5523,4275,2882,5249,,,,,,,,
03/17/13 03:45,3611,3593,5540,4276,2886,5215,,,,,,,,
03/17/13 03:50,3611,3591,5530,4290,2891,5242,,,,,,,,
03/17/13 03:55,3629,3602,5535,4297,2879,5244,,,,,,,,
03/17/13 04:00,3651,3619,5576,4324,2874,5241,,,,,,,,
03/17/13 04:05,3675,3653,5588,4323,2868,5255,,,,,,,,
03/17/13 04:10,3705,3631,5602,4369,2860,5258,,,,,,,,
03/17/13 04:15,3705,3624,5613,4431,2845,5287,,,,,,,,
03/17/13 04:20,3705,3604,5612,4457,2839,5287,,,,,,,,
03/17/13 04:25,3705,3630,5620,4456,2843,5309,,,,,,,,
03/17/13 04:30,3703,3650,5643,4461,2829,5298,,,,,,,,
03/17/13 04:35,3703,3705,5686,4522,2821,5362,,,,,,,,
03/17/13 04:40,3703,3742,5680,4496,2821,5379,,,,,,,,
03/17/13 04:45,3703,3759,5701,4432,2814,5304,,,,,,,,
03/17/13 04:50,3703,3753,5715,4513,2809,5361,,,,,,,,
03/17/13 04:55,3636,3780,5753,4409,2830,5288,,,,,,,,
03/17/13 05:00,3581,3752,5750,4434,2831,5315,,,,,,,,
03/17/13 05:05,3522,3719,5826,4519,2903,5389,,,,,,,,
03/17/13 05:10,3474,3675,5808,4409,2950,5323,,,,,,,,
03/17/13 05:15,3474,3626,5871,4449,2976,5279,,,,,,,,
03/17/13 05:20,3474,3618,5881,4484,2986,5308,,,,,,,,
03/17/13 05:25,3474,3635,5899,4492,2980,5308,,,,,,,,
03/17/13 05:30,3534,3631,5918,4484,2988,5286,,,,,,,,
03/17/13 05:35,3592,3605,5991,4600,2985,5299,,,,,,,,
03/17/13 05:40,3592,3581,5959,4727,2986,5435,,,,,,,,
03/17/13 05:45,3592,3565,6007,4734,2975,5368,,,,,,,,
03/17/13 05:50,3592,3560,6047,4802,2970,5385,,,,,,,,
03/17/13 05:55,3583,3519,6055,5082,2961,5631,,,,,,,,
03/17/13 06:00,3579,3538,6125,5313,2987,5861,,,,,,,,
03/17/13 06:05,3578,3538,6179,5437,3106,6076,,,,,,,,
03/17/13 06:10,3580,3555,6201,5561,3212,6325,,,,,,,,
03/17/13 06:15,3580,3579,6213,5680,3204,6450,,,,,,,,
03/17/13 06:20,3580,3542,6250,5750,3183,6426,,,,,,,,
03/17/13 06:25,3580,3511,6316,5729,3207,6331,,,,,,,,
03/17/13 06:30,3534,3483,6340,5757,3256,6357,,,,,,,,
03/17/13 06:35,3494,3432,6385,5760,3310,6317,,,,,,,,
03/17/13 06:40,3494,3411,6450,5752,3332,6247,,,,,,,,
03/17/13 06:45,3494,3452,6473,5799,3300,6277,,,,,,,,
03/17/13 06:50,3494,3502,6491,5774,3294,6279,,,,,,,,
03/17/13 06:55,3500,3546,6515,5916,3288,6436,,,,,,,,
03/17/13 07:00,3509,3575,6555,6189,3300,6710,,,,,,,,
03/17/13 07:05,3521,3579,6637,6299,3349,6791,,,,,,,,
03/17/13 07:10,3539,3580,6662,6508,3339,6966,,,,,,,,
03/17/13 07:15,3539,3580,6711,6658,3327,7055,,,,,,,,
03/17/13 07:20,3539,3556,6776,6623,3352,6955,,,,,,,,
03/17/13 07:25,3539,3513,6790,6654,3373,6951,,,,,,,,
03/17/13 07:30,3554,3463,6824,6704,3355,6898,,,,,,,,
03/17/13 07:35,3568,3410,6838,6893,3384,7050,,,,,,,,
03/17/13 07:40,3568,3375,6856,6927,3436,7082,,,,,,,,
03/17/13 07:45,3568,3326,6868,6885,3421,6964,,,,,,,,
03/17/13 07:50,3568,3285,6918,7038,3391,6997,,,,,,,,
03/17/13 07:55,3520,3285,6925,7024,3400,6960,,,,,,,,
03/17/13 08:00,3479,3289,6953,7004,3371,6863,,,,,,,,
03/17/13 08:05,3440,3262,6976,6975,3319,6706,,,,,,,,
03/17/13 08:10,3409,3245,7013,6930,3336,6599,,,,,,,,
03/17/13 08:15,3409,3295,7074,6944,3355,6620,,,,,,,,
03/17/13 08:20,3409,3321,7085,6901,3311,6549,,,,,,,,
03/17/13 08:25,3409,3354,7079,6922,3305,6602,,,,,,,,
03/17/13 08:30,3377,3389,7094,6830,3321,6547,,,,,,,,
03/17/13 08:35,3351,3352,7104,6842,3308,6499,,,,,,,,
03/17/13 08:40,3351,3304,7087,6963,3315,6595,,,,,,,,
03/17/13 08:45,3351,3281,7115,6957,3359,6582,,,,,,,,
03/17/13 08:50,3351,3270,7132,6956,3303,6498,,,,,,,,
03/17/13 08:55,3361,3246,7095,6972,3304,6528,,,,,,,,
03/17/13 09:00,3385,3194,7085,7014,3276,6500,,,,,,,,
03/17/13 09:05,3407,3222,7133,7037,3259,6485,,,,,,,,
03/17/13 09:10,3439,3276,7118,7036,3251,6546,,,,,,,,
03/17/13 09:15,3439,3300,7112,7017,3249,6555,,,,,,,,
03/17/13 09:20,3439,3303,7101,7011,3242,6556,,,,,,,,
03/17/13 09:25,3439,3303,7085,7007,3251,6576,,,,,,,,
03/17/13 09:30,3406,3290,7128,7014,3249,6526,,,,,,,,
03/17/13 09:35,3379,3334,7086,6919,3255,6522,,,,,,,,
03/17/13 09:40,3379,3378,7088,6928,3254,6572,,,,,,,,
03/17/13 09:45,3379,3408,7026,6918,3240,6639,,,,,,,,
03/17/13 09:50,3379,3370,7012,6941,3227,6626,,,,,,,,
03/17/13 09:55,3343,3381,7020,6902,3233,6572,,,,,,,,
03/17/13 10:00,3317,3401,6990,6819,3243,6523,,,,,,,,
03/17/13 10:05,3291,3404,6992,6834,3222,6494,,,,,,,,
03/17/13 10:10,3274,3441,7005,6804,3217,6459,,,,,,,,
03/17/13 10:15,3274,3474,6976,6809,3242,6550,,,,,,,,
03/17/13 10:20,3274,3506,6948,6677,3237,6473,,,,,,,,
03/17/13 10:25,3274,3522,6940,6639,3221,6442,,,,,,,,
03/17/13 10:30,3286,3484,6922,6643,3230,6436,,,,,,,,
03/17/13 10:35,3300,3555,6878,6584,3236,6497,,,,,,,,
03/17/13 10:40,3300,3566,6886,6435,3236,6352,,,,,,,,
03/17/13 10:45,3300,3586,6815,6436,3234,6441,,,,,,,,
03/17/13 10:50,3300,3576,6840,6414,3235,6385,,,,,,,,
03/17/13 10:55,3366,3592,6771,6333,3236,6390,,,,,,,,
03/17/13 11:00,3441,3629,6759,6351,3246,6468,,,,,,,,
03/17/13 11:05,3516,3656,6741,6428,3195,6539,,,,,,,,
03/17/13 11:10,3597,3701,6754,6424,3176,6547,,,,,,,,
03/17/13 11:15,3597,3720,6733,6356,3161,6504,,,,,,,,
03/17/13 11:20,3597,3720,6692,6474,3170,6672,,,,,,,,
03/17/13 11:25,3597,3733,6689,6436,3166,6647,,,,,,,,
03/17/13 11:30,3634,3769,6680,6406,3164,6659,,,,,,,,
03/17/13 11:35,3670,3740,6698,6412,3171,6625,,,,,,,,
03/17/13 11:40,3670,3745,6616,6417,3172,6718,,,,,,,,
03/17/13 11:45,3670,3765,6669,6422,3165,6684,,,,,,,,
03/17/13 11:50,3670,3787,6590,6408,3170,6775,,,,,,,,
03/17/13 11:55,3632,3764,6593,6293,3146,6610,,,,,,,,
03/17/13 12:00,3607,3797,6589,6209,3164,6582,,,,,,,,
03/17/13 12:05,3578,3770,6559,6025,3185,6422,,,,,,,,
03/17/13 12:10,3563,3762,6563,5943,3181,6324,,,,,,,,
03/17/13 12:15,3563,3761,6560,5916,3211,6330,,,,,,,,
03/17/13 12:20,3563,3763,6531,5919,3202,6353,,,,,,,,
03/17/13 12:25,3563,3775,6538,5909,3192,6340,,,,,,,,
03/17/13 12:30,3567,3769,6474,5904,3201,6401,,,,,,,,
03/17/13 12:35,3572,3809,6497,5853,3213,6377,,,,,,,,
03/17/13 12:40,3572,3798,6462,5814,3217,6368,,,,,,,,
03/17/13 12:45,3572,3810,6449,5775,3224,6360,,,,,,,,
03/17/13 12:50,3572,3614,6408,5884,3225,6316,,,,,,,,
03/17/13 12:55,3469,3425,6388,6002,3242,6282,,,,,,,,
03/17/13 13:00,3377,3279,6382,6070,3227,6195,,,,,,,,
03/17/13 13:05,3284,3255,6363,6134,3204,6230,,,,,,,,
03/17/13 13:10,3202,3255,6357,6114,3206,6218,,,,,,,,
